"","#0F4A9C","#53f1fc","#635547","#67000d","#7F6874","#8870ad","#90BF75","#9e6762","#C594BF","#DABE99","#DFCDE4","#EF5A9D","#cc7818","#d6616b","#ffad1e","#ffd854"
"AK219151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK219219",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AK219268;Sccpdh",6,3,36,4,33,17,24,9,59,13,13,33,41,15,5,40
"AK219587;Arl2",5,9,50,2,7,10,54,7,68,23,6,16,27,17,3,81
"AK219629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK219638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK219648;Cdk16",4,8,63,4,5,18,53,15,87,21,20,22,45,14,7,42
"AK219843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AK220016",2,2,23,5,3,4,9,3,25,3,3,7,11,17,0,16
"AK220021;AU040320",4,1,14,0,5,6,8,1,13,3,9,4,4,8,1,11
"AK224954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AU015228",0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0
"AU015791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AU015836",1,0,0,0,0,0,1,1,5,1,3,0,0,3,17,148
"AU016765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AU018091",1,0,5,24,0,0,0,0,3,0,0,0,1,155,14,148
"AU019823",5,16,81,6,9,12,45,11,123,25,15,17,43,22,4,57
"AU019990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AU021063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AU021092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AU022252",1,2,10,3,3,2,10,3,35,6,6,5,14,3,2,24
"AU022751",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
"AU022754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AU022793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AU023762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AU040972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AU041133",0,1,10,0,1,2,4,1,7,3,1,2,3,1,0,5
"AU042671;Gm15800",1,2,21,4,4,3,7,4,16,5,4,3,13,9,1,8
"AV039307",0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0
"AV051173",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2
"AV064505",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AV320801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AW046200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AW112010",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AW146154",1,0,7,1,1,2,1,3,12,5,1,4,5,1,0,3
"AW209491",0,0,23,2,6,2,17,7,24,11,8,5,20,11,1,30
"AW495222",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AW549877",5,2,67,4,9,7,43,10,65,19,4,14,34,19,0,55
"AW551984",0,0,9,0,0,0,2,0,5,2,0,0,4,0,0,0
"AW822252",0,1,1,0,0,0,2,0,7,1,0,0,0,0,0,2
"AY074887",1,0,9,1,0,2,5,0,4,2,3,3,2,0,0,5
"AY139115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY358078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY487415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY512909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY512912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY512915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY512917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY512931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY512943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY702102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY702103",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY761184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AY761185",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Aaas",10,9,73,9,8,13,61,13,112,35,18,33,65,45,3,95
"Aacs",0,1,23,5,0,3,9,2,11,4,2,2,10,17,1,19
"Aadac",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
"Aadacl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadat",0,0,5,0,3,0,5,0,1,0,0,0,0,0,0,0
"Aaed1",2,0,13,2,4,4,2,2,12,6,2,3,16,8,0,14
"Aagab",14,13,125,1,7,15,58,15,156,41,13,23,42,8,4,51
"Aak1",1,8,34,4,12,3,16,10,48,13,8,13,20,21,1,46
"Aamdc",2,0,9,1,4,3,2,1,11,2,2,0,3,2,1,26
"Aamp",21,32,226,25,45,43,120,24,215,61,52,60,90,137,11,211
"Aanat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aar2",2,5,59,4,7,6,46,8,80,18,18,11,26,11,1,48
"Aard",0,2,4,2,0,2,0,0,21,4,10,0,15,4,2,53
"Aars2",4,4,25,3,5,8,12,3,43,10,4,3,11,9,2,27
"Aars;AK087291",11,39,369,32,43,56,271,47,473,128,102,80,190,119,24,255
"Aarsd1",7,14,117,8,6,16,50,15,109,27,26,36,46,35,3,97
"Aasdh",0,0,15,2,0,0,7,1,19,8,8,2,5,3,1,14
"Aasdhppt",5,3,68,6,10,13,50,9,89,20,21,22,49,30,6,74
"Aass",0,0,2,0,9,0,3,0,0,0,0,1,0,0,0,1
"Aatf",3,11,50,6,10,11,26,4,76,10,13,14,21,14,4,41
"Aatk",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abat",2,0,5,0,0,0,3,0,1,1,1,0,0,0,0,0
"Abca12;AK086584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca16",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"Abca17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Abca1;AK054145",0,0,0,0,0,1,1,1,8,0,0,1,1,0,0,1
"Abca2;Mir3087",0,0,7,0,1,0,7,1,2,3,0,2,0,0,0,3
"Abca3",0,0,1,0,17,0,0,1,2,1,0,2,3,6,2,2
"Abca4",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"Abca5",0,1,5,0,0,0,2,0,2,0,0,1,3,1,0,3
"Abca6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca7",0,0,3,1,0,1,2,0,1,3,0,1,1,3,0,2
"Abca8a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca8b",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"Abca9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcb10",1,2,14,4,7,15,12,1,22,11,2,4,42,17,2,75
"Abcb11",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Abcb1a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Abcb1b",1,0,5,0,3,0,3,0,14,4,2,0,5,0,1,8
"Abcb4;AK171935",0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
"Abcb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcb6",4,5,38,6,4,6,31,5,62,19,11,10,25,8,0,25
"Abcb7",3,12,56,6,8,13,36,9,63,25,15,16,20,16,2,38
"Abcb8",1,5,57,4,6,5,23,3,71,14,9,8,10,11,4,33
"Abcb9",0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
"Abcc10",0,0,7,0,4,2,0,0,5,0,0,0,1,1,0,11
"Abcc12",0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0
"Abcc1;AK051594",6,6,49,9,0,9,20,4,41,10,5,2,22,35,0,56
"Abcc2",0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"Abcc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcc4",1,1,19,1,14,0,6,2,7,5,1,2,1,8,2,32
"Abcc5",1,10,29,1,15,5,15,4,41,12,4,6,8,2,1,34
"Abcc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcc8",0,0,5,0,0,0,4,1,3,0,0,0,0,0,0,1
"Abcc9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcd1",3,0,5,0,0,0,4,2,7,1,1,1,1,4,1,10
"Abcd2",0,0,4,0,0,0,2,0,6,1,0,0,0,0,0,0
"Abcd3",6,6,37,7,22,14,28,4,60,12,15,20,29,17,3,43
"Abcd4",1,10,49,6,30,19,35,16,95,21,26,20,46,14,0,16
"Abce1",19,51,439,56,37,86,327,51,521,144,142,77,216,196,27,465
"Abcf1;Mir877",27,46,479,59,58,115,211,51,590,128,80,68,198,192,13,383
"Abcf2",2,12,90,8,8,10,50,12,83,20,15,26,40,24,2,70
"Abcf3",1,4,24,2,13,6,15,2,36,8,4,9,17,15,1,43
"Abcg1",0,1,16,0,0,0,9,0,2,4,0,0,1,0,0,2
"Abcg2",5,5,56,2,33,26,35,9,102,20,23,8,53,7,3,34
"Abcg3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcg4",0,1,6,0,1,0,3,0,1,0,0,5,0,0,0,1
"Abcg5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Abcg8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abhd1",0,0,3,2,3,0,6,0,8,1,2,2,1,1,0,10
"Abhd10",3,4,31,0,2,6,31,6,42,6,10,7,18,3,0,15
"Abhd11",4,4,17,6,4,5,11,2,25,4,6,5,21,10,6,51
"Abhd11os",1,0,7,0,0,0,1,2,3,1,1,0,1,0,0,1
"Abhd12;AK219995",1,7,23,3,4,7,15,5,37,10,8,9,29,4,2,52
"Abhd12b",0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0
"Abhd13",1,9,45,2,6,15,39,3,59,15,13,18,27,22,3,50
"Abhd14a",4,4,31,0,9,4,17,1,27,11,5,8,12,2,1,56
"Abhd14b",0,1,5,3,5,2,2,0,10,2,1,5,0,4,1,23
"Abhd15;AK040172",0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0
"Abhd16a",1,2,24,3,4,4,17,4,21,8,6,9,13,7,1,7
"Abhd16b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abhd17a",14,12,99,15,27,16,84,10,126,30,25,37,46,30,4,101
"Abhd17b",8,6,80,6,12,11,55,14,77,22,19,27,55,21,13,151
"Abhd17c",2,14,128,3,20,22,77,13,166,28,31,25,57,24,4,116
"Abhd18",1,0,5,1,0,0,2,1,1,1,0,0,4,2,0,6
"Abhd2",1,2,2,1,0,2,2,1,7,0,0,2,1,6,0,10
"Abhd3",1,0,2,0,0,1,0,0,2,0,0,1,1,1,0,0
"Abhd4",5,2,30,1,8,3,31,5,39,9,5,9,11,5,2,42
"Abhd5",2,4,21,4,11,3,12,3,44,9,9,10,10,74,0,24
"Abhd6",3,1,26,18,2,1,8,1,15,6,3,4,2,31,1,20
"Abhd8",4,3,25,3,0,2,18,1,26,9,4,6,4,0,3,19
"Abi1",6,15,54,14,12,18,55,12,76,13,22,16,49,49,4,74
"Abi3",0,0,5,0,0,1,1,0,0,1,0,1,2,0,0,0
"Abi3bp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abl1",3,9,56,2,5,17,44,8,108,27,26,19,53,19,3,29
"Abl2",2,4,117,23,7,14,66,13,93,34,13,22,35,39,2,115
"Ablim1;AK041356",0,1,26,0,1,11,10,3,36,3,5,21,15,2,0,2
"Ablim2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ablim3",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"Abo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abr",8,3,45,4,4,13,29,6,29,10,5,22,44,22,2,28
"Abra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abracl",9,18,118,12,28,21,102,20,172,35,66,42,135,94,8,88
"Abt1",1,9,73,11,8,10,32,4,76,17,19,12,25,30,2,86
"Abtb1",5,2,19,1,4,4,15,3,25,8,7,8,9,3,2,1
"Abtb2;AK171548",0,2,5,3,1,10,2,1,12,2,4,3,28,4,1,18
"Acaa1a",6,8,30,0,17,3,23,5,41,13,5,21,14,21,6,28
"Acaa1b",0,0,5,0,2,0,4,1,3,1,0,2,0,0,0,1
"Acaa2",3,3,19,10,15,7,12,0,40,7,7,11,22,34,6,37
"Acaca;AF374167;AK040794",1,7,36,1,3,2,39,6,42,11,22,5,27,12,3,28
"Acacb",1,0,6,0,1,0,6,0,2,2,0,0,0,0,0,0
"Acad10",1,2,4,0,1,1,5,1,9,3,0,2,2,0,0,1
"Acad11;Nphp3",6,6,35,0,10,2,26,5,30,15,10,15,19,5,3,15
"Acad12",1,0,0,0,0,0,0,0,3,2,0,1,2,0,0,1
"Acad8",1,7,46,2,3,6,38,3,51,9,10,9,24,9,2,25
"Acad9;AK172713",1,5,31,5,2,14,25,4,41,10,14,15,16,13,6,32
"Acadl",11,15,85,2,13,18,41,9,120,33,24,36,42,20,4,55
"Acadm",9,8,87,12,33,13,65,9,81,20,17,25,45,29,8,111
"Acads",2,2,19,3,3,4,7,2,24,3,7,6,8,14,1,15
"Acadsb",4,1,25,2,3,0,14,7,37,7,10,9,12,4,1,26
"Acadvl",5,2,12,7,11,4,4,2,18,6,1,9,13,45,2,27
"Acan",0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1
"Acap1;BC064116;Mir6924",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2
"Acap2;AK035605;AK138537",7,9,45,5,6,11,24,5,93,14,15,16,34,12,5,46
"Acap3",0,2,16,1,1,5,10,1,29,3,3,2,11,6,0,8
"Acat1",2,6,14,9,18,3,9,0,27,6,7,10,10,50,2,42
"Acat2",8,28,157,8,13,32,89,21,210,47,42,37,85,58,11,105
"Acat3",0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0
"Acbd3",6,21,62,14,12,8,46,4,112,20,16,22,33,30,3,63
"Acbd4",1,0,7,7,2,1,4,1,4,1,2,6,4,6,2,9
"Acbd5",3,3,30,3,11,4,9,6,20,13,1,10,23,16,3,9
"Acbd6",13,11,108,11,15,30,87,18,173,44,34,26,63,45,11,137
"Acbd7",0,0,3,0,0,0,1,0,1,1,0,1,1,0,0,4
"Accn1/B830045N13Rik;Brinp3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Accn1/Mpped2;Mpped2",4,5,22,0,7,1,12,2,14,7,3,10,10,1,2,47
"Accs",0,0,5,0,0,2,5,0,4,5,1,2,3,0,1,0
"Accsl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acd",4,5,42,2,8,17,36,9,41,18,15,14,18,25,7,61
"Ace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Ace2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ace3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acer1",0,2,4,0,1,1,1,0,3,0,2,0,0,0,0,0
"Acer2",5,4,57,2,4,2,74,10,58,14,16,11,9,5,5,41
"Acer3",1,4,20,2,0,7,24,3,25,11,11,4,22,21,1,20
"Ache",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Acin1;AK042374;Mir6948",14,43,357,19,28,61,144,38,439,105,47,84,96,91,11,198
"Ackr1",0,0,3,0,0,0,0,0,0,0,1,1,3,0,0,0
"Ackr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ackr3",0,0,1,4,0,3,3,0,4,1,1,4,10,1,2,4
"Ackr4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Acly;Mir7116",11,15,206,15,6,23,152,19,133,56,30,39,86,110,12,130
"Acmsd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acnat1",0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"Acnat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aco1",6,8,66,5,14,19,56,13,118,30,27,34,58,35,4,61
"Aco2",14,24,172,26,27,27,146,28,234,61,50,48,105,75,14,163
"Acot1",4,1,18,0,21,2,16,3,33,4,7,8,10,3,3,63
"Acot10",1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"Acot11",0,0,2,0,0,0,1,0,5,1,0,0,0,0,0,0
"Acot12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Acot13",6,5,36,3,17,3,45,4,35,12,16,21,11,5,2,27
"Acot2",1,1,15,3,5,4,7,4,20,5,2,8,13,14,2,18
"Acot3",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"Acot4",0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
"Acot5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acot6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Acot7",2,2,65,5,8,1,33,2,26,18,2,11,15,20,5,109
"Acot8",0,2,20,8,8,4,15,4,33,3,5,2,10,12,2,17
"Acot9",2,5,27,11,6,12,21,4,74,14,21,9,42,21,0,43
"Acox1",1,2,14,7,31,1,19,2,20,8,2,7,20,29,2,24
"Acox2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acox3",1,0,3,0,3,1,1,0,3,1,4,0,2,2,0,8
"Acoxl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acp2",7,5,47,1,5,7,27,10,63,20,11,15,19,14,0,30
"Acp5",0,0,11,26,6,2,2,0,5,4,1,2,2,50,1,17
"Acp6",3,6,58,1,5,5,34,4,23,15,8,9,22,4,1,22
"Acp7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acpp",0,0,4,0,0,0,0,0,0,2,0,0,0,1,1,8
"Acpt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acr",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Acrbp;Ing4",8,10,121,6,4,16,61,12,105,29,17,13,25,27,1,48
"Acrv1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acsbg1",0,1,6,1,0,0,6,0,0,4,0,0,1,1,0,0
"Acsbg2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acsf2",0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1
"Acsf3",1,1,18,2,3,1,4,3,16,5,1,4,9,7,1,13
"Acsl1",1,5,17,5,11,5,9,2,24,1,5,5,6,13,1,33
"Acsl4",0,6,127,1,13,4,82,7,66,21,12,14,20,37,2,58
"Acsl5",0,1,30,10,4,4,16,3,22,7,7,4,11,21,3,61
"Acsl6",1,0,6,0,0,2,4,0,3,4,3,1,1,1,0,12
"Acsm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acsm2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Acsm3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Acsm4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acsm5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Acss1",1,0,3,0,0,0,4,3,0,0,0,0,1,0,0,0
"Acss2",1,0,3,1,0,0,2,0,2,2,1,0,6,1,0,5
"Acss2os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acss3",0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0
"Acta1",0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Acta2",0,0,1,0,0,3,1,1,0,0,0,0,123,0,0,1
"Actb",480,871,5292,908,946,1445,3280,699,8456,1801,1513,1852,4329,4232,324,5228
"Actbl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actc1",0,6,2,0,0,2,6,2,18,0,6,0,23,0,0,1
"Actg2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actl10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actl11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actl6a",31,38,330,23,30,50,237,53,377,88,96,65,149,77,8,215
"Actl6b",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Actl7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actl7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actl9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actn1",15,17,109,28,38,45,45,15,225,32,40,70,112,74,3,127
"Actn2",0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,2
"Actn3",0,1,5,0,0,1,2,1,9,0,0,0,1,0,0,1
"Actn4",10,30,284,36,58,74,170,27,275,73,46,83,131,108,19,350
"Actr10;AK162786",5,17,65,17,13,17,44,11,89,19,24,18,75,59,7,103
"Actr1a;AK037171",7,22,119,29,16,26,66,22,161,40,34,30,78,65,9,74
"Actr1b",8,15,82,8,17,9,72,6,104,25,14,20,47,38,8,92
"Actr2",21,24,225,74,32,54,173,34,274,75,68,66,166,263,20,317
"Actr3",19,20,162,28,22,48,134,23,223,59,58,54,179,120,20,161
"Actr3b",0,1,22,1,0,2,12,1,8,2,3,4,1,0,0,3
"Actr5;Mir3474",0,1,17,1,1,4,18,7,12,3,1,3,8,8,0,9
"Actr6",3,5,39,4,6,6,33,8,50,21,16,9,22,15,5,37
"Actr8;Mir6947",3,4,48,1,9,13,30,7,68,14,15,10,37,22,2,40
"Actrt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actrt3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acvr1",0,5,25,2,4,4,15,0,41,9,11,4,19,0,0,7
"Acvr1b;Mir6962",1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2
"Acvr1c",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Acvr2a",2,6,27,1,1,17,24,2,72,8,17,15,25,11,1,24
"Acvr2b",28,52,333,8,7,65,192,39,419,103,89,98,102,34,3,142
"Acvrl1;AK087308",1,1,1,2,0,2,0,0,3,0,0,1,6,0,0,3
"Acy1",2,4,25,5,12,3,14,2,29,8,5,6,8,18,3,43
"Acy3",0,0,5,1,0,0,2,0,2,3,1,2,5,1,1,5
"Acyp1",3,4,36,2,4,8,28,5,40,10,7,8,17,8,4,18
"Acyp2",2,0,3,0,0,3,6,1,14,1,4,2,11,3,0,2
"Ada",0,0,7,6,0,2,2,1,10,3,4,3,6,5,2,19
"Adad1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
"Adad2",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Adal",3,11,37,5,4,5,24,7,20,12,7,8,11,2,1,17
"Adam10",2,3,33,20,10,7,24,2,64,14,15,14,24,48,6,47
"Adam11",0,0,7,0,0,0,3,0,2,0,1,1,0,0,0,0
"Adam12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam15",2,1,11,1,2,0,9,1,10,1,0,3,0,2,5,25
"Adam17",2,7,43,4,8,8,22,7,64,18,7,29,22,29,1,59
"Adam18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam19",9,14,17,3,0,17,10,4,138,8,21,29,24,22,4,19
"Adam1a;Mapkapk5",6,10,77,5,10,10,51,7,110,24,19,21,37,18,4,45
"Adam1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Adam20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam21",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Adam22",2,0,10,0,0,0,3,0,3,0,0,1,0,0,0,0
"Adam23",1,0,14,0,0,0,3,1,4,3,0,1,0,0,0,0
"Adam24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam25",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Adam26a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam26b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Adam29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam33",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Adam34;Gm5347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam4",0,0,2,0,0,0,0,0,0,0,2,0,1,2,0,0
"Adam5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam8;Mir7062",0,0,1,3,0,0,0,0,3,0,0,0,1,6,0,2
"Adam9",4,3,16,4,1,4,10,2,23,8,8,4,28,16,3,34
"Adamdec1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adamts1",0,0,4,0,13,2,2,0,13,2,2,0,5,1,0,1
"Adamts10",1,3,29,1,0,2,8,1,24,5,4,4,8,1,0,6
"Adamts12",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Adamts13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adamts14",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"Adamts15;AK142774",2,2,7,0,0,0,6,2,2,2,0,0,0,0,0,3
"Adamts16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adamts17",1,0,0,0,0,4,1,0,2,0,0,2,4,0,0,0
"Adamts18",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Adamts19",0,2,2,0,0,0,3,0,2,0,2,1,0,0,0,0
"Adamts2",0,1,0,0,0,1,1,0,3,0,0,0,5,0,0,0
"Adamts20",0,0,1,0,0,3,0,0,4,0,1,0,6,0,0,4
"Adamts3",0,5,7,0,1,3,2,0,7,1,1,1,11,3,1,1
"Adamts4",0,0,1,2,0,0,2,0,1,0,0,0,0,8,0,0
"Adamts5",0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
"Adamts6",0,1,1,0,1,0,2,1,0,2,0,1,0,0,0,0
"Adamts7",1,0,1,0,0,1,1,1,2,1,0,0,3,0,0,9
"Adamts8",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"Adamts9",12,3,19,0,1,13,8,9,49,18,9,4,40,3,3,33
"Adamtsl1",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
